Name,Status,Location,Price,Stars,Ratings,Link
Laptop refurbished (Refurbished) Lenovo x1 Carbon i5 4300u 8gb RAM 240 GB S,Refurbished,From Italy,"13,845.11 CZK",0,0,https://www.ebay.com/itm/Notebook-Ricondizionato-Refurbished-Lenovo-X1-Carbon-I5-4300u-8gb-Ram-240-Gb-S/143036685576?_trkparms=ispr%3D1&hash=item214da69d08:g:rkIAAOSwsqdcA~Od&enc=AQAEAAACQBPxNw%2BVj6nta7CKEs3N0qUgsOrwnSVEXjlYlFgp2n%2FT41SxO3JQyuH4yh6x06lpw%2FBNHzgMNUF5efyorX%2B3T%2FJIzo%2Fiw5TYtKzsnzzdGb4kO9ThQeK22yEPkBbtC2VRlH8HCjq0JS0f8pUmbWL2L91qcodKYUoHlASQFnQ87hSj66yRKulhyFnfVm%2BE9bTKjkTc34jkzVYRO4oQA0u5idwJYzs91%2B1fCwrRul4BdIHxJIcF3ms4Iwv%2FiBAI8YQQL3B1xxVT4ZEhvSqVqBRipAYOjL%2FavaV9vTkBVudqb3STJCeKKd3NLHOHPWM%2F2gtp9z81Flt6n%2FgLfon3nNesJSadQA6ztL6iatCQBBx0%2BGIkSQU3yaijYJH3F0bQAqoZwMOdVv%2BibA%2FnNScGkzN5FYVCcwxyqbDj8OEA%2FaFdd6CijDAKlG2ey%2F%2FSbIznaG%2By0dMxS01Tq3mNdMgurayP%2B0rSTC7Kuq%2FqoKpsjavGjyJ4b4XzlRgskqhxJHT3NRL8Im4WLstx649xFNILbK620w9LVQJGEciYB1RNQxI2k5QDqkrWV0w1RAkOAaOM8yWK5ZHoumcjeDvTZzAaloIRI%2B1eLINqdISBtxuszx3A39rAKENahQoEUKKLcqP6o3MvLmceMLwg0Zx0HUWzSaQ6CuwJ9yKjhfv2F6naPM3tW98GThkGnKrPXiysuIyjilEfBvBNDLwvUu3O32AnL5FFfAAEztYfMyFBee3d0IS4ZGVwO6PuMuKmfsl%2BJ7T8pgm6zw%3D%3D&checksum=143036685576f873be751735421d9d3eff5c66e80d14
"NICE lenovo X1 Carbon i7 vPRO, 2.0GHz, 8GB RAM, 237GB HDD, Windows 10, NEW OE AC",Refurbished,From United States,"6,151.20 CZK",0,0,https://www.ebay.com/itm/NICE-lenovo-X1-Carbon-i7-vPRO-2-0GHz-8GB-RAM-237GB-HDD-Windows-10-NEW-OE-AC/383395288302?hash=item594423d4ee:g:1rEAAOSw0dZeMLqD
Lenovo Thinkpad X1 Carbon Gen 6 i5 8GB RAM 256GB SSD 1080P Touchscreen Warranty,Pre-Owned,From Australia,"19,931.06 CZK",0,0,https://www.ebay.com/itm/Lenovo-Thinkpad-X1-Carbon-Gen-6-i5-8GB-RAM-256GB-SSD-1080P-Touchscreen-Warranty/133333741566?hash=item1f0b4f6ffe:g:desAAOSwqUleRja5
Lenovo Thinkpad X1 Carbon 3rd Gen Core i7-5500U 8GB 512GB SSD Touchscreen Laptop,Pre-Owned,From United Kingdom,"8,308.54 CZK",0,0,https://www.ebay.com/itm/Lenovo-Thinkpad-X1-Carbon-3rd-Gen-Core-i7-5500U-8GB-512GB-SSD-Touchscreen-Laptop/202907918809?hash=item2f3e4121d9:g:VKcAAOSwmxVeSt~g
Lenovo X1 Carbon  8TH Gen i7-8650U 1.9GHz/16GB DDR4/512GB /WIN 10,Pre-Owned,From United States,"24,349.48 CZK",0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-8TH-Gen-i7-8650U-1-9GHz-16GB-DDR4-512GB-WIN-10/184182240964?hash=item2ae21df6c4:g:IcgAAOSwDIJeUb1Q
"Lenovo ThinkPad X1 Carbon 14"" 2nd Gen i5 4300U 1.90GHz 8GB 256GB SSD",Pre-Owned,From United States,"4,642.19 CZK",0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-14-2nd-Gen-i5-4300U-1-90GHz-8GB-256GB-SSD/184186602996?hash=item2ae26085f4:g:a~UAAOSwc6deVcQL
Lenovo X1 Carbon 8th Gen i7-8650U 1.9GHz/16GB DDR4/512GB /WIN 10 Touch Screen,Pre-Owned,From United States,"24,349.48 CZK",0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-8th-Gen-i7-8650U-1-9GHz-16GB-DDR4-512GB-WIN-10-Touch-Screen/193355133540?hash=item2d04dd3264:g:2AEAAOSwijBeUcFD
Lenovo X1 Carbon 6th Gen FHD Touch Screen i5-8350U 8GB 256GB SSD With Warranty ,New (Other),From Canada,"20,948.62 CZK",0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-6th-Gen-FHD-Touch-Screen-i5-8350U-8GB-256GB-SSD-With-Warranty/124095660663?hash=item1ce4ad8277:g:WuYAAOSwoQdeRxgd
Lenovo Thinkpad X1 Carbon Touch Laptop Notebook Ultrabook Intel i5 8GB 256GB SSD,Pre-Owned,From Canada,"12,212.75 CZK",0,0,https://www.ebay.com/itm/Lenovo-Thinkpad-X1-Carbon-Touch-Laptop-Notebook-Ultrabook-Intel-i5-8GB-256GB-SSD/362918368205?hash=item547f9ed3cd:g:ciIAAOSw3F5eSwzV
LENOVO ThinkPad Carbon X1 ~5th Gen~ i7-7500U * 256GB SSD 8GB RAM,Pre-Owned,From United Kingdom,"15,076.21 CZK",0,0,https://www.ebay.com/itm/LENOVO-ThinkPad-Carbon-X1-5th-Gen-i7-7500U-256GB-SSD-8GB-RAM/193353039337?hash=item2d04bd3de9:g:64YAAOSw~QVeS8dE
Lenovo ThinkPad X1 Carbon 2016 | i7-6600U | 256 GB SSD | 8 GB RAM IS | UK Keyboard,Refurbished,From Germany,"18,384.49 CZK",0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-2016-i7-6600U-256-GB-SSD-8-GB-RAM-UK-Keyboard/254444142787?_trkparms=ispr%3D1&hash=item3b3e0d80c3:g:wJgAAOSwxw5d6TMy&enc=AQAEAAACUBPxNw%2BVj6nta7CKEs3N0qU0pCKIjvIL6FSrOAnwTej%2FI6DJJJdVrVh1Y33r4CInvgzORhcrDO0ovOQ3mTNOusg8vsBfLw8iKlHTdmlbJNHh6t6UYKTLbxybv6sM67uL%2F2q0AKVk%2FISaFZT8eRm93exvx7fvhRbrzFbzi%2BivMhHH7QCmrLRk7Oi7j05DhGb9peZ210cxJnyVey5Osxk5SccWY3TQT167BxfGLgYpVd7qnQBNWn%2Bh6WvrrMNYD6eGAn8BXzrKJIRNAsIr7QqNhZyf%2F%2FiE8wcO8vh5pFwmyufA%2FFP%2B4rl2kENxNski%2FDRBOdzJCrd3dD1PqI2fG08QWVGsRGuQ3v15HDVUMAGO68M7TYuoRiCdxS%2FatACfcWbg2zEhE4EGI52Wg07zqjfrD7vFFPnMht%2B0j3Q6FI15RtDVrB6FdJpJSz%2BgPoskAy%2BvmkjkBd4V%2FpezWgxdtGmJFFkPf5kgz%2B%2B8cM%2BYeanLOp89Hso5tYtQywneCQKhrHFlI9ovpZFUdT5ufQAl0ddVUuU2UVgA7Cu5%2BJ2xAUrLK2AhngM4fEXDFdOkrLxlmXA48vjCTC9h40VhO1G0e7MSRPXBs9XXshKX1TF5jT%2Biy2gHEan5%2FYo4Y113wfEz6FN1EvmCAdlAAxq%2B7lM%2FYwmqH45Smwm1W2zPMLlvj02gMMO8FFY1iiHUgR1rmj8190aQN6VWkCClqBoC5Ub%2FZtapJ1o9BIDUMqGBuUjCbBKT99iqjFoGPhNsfaM%2FF7SwBoEi%2FfgkK13WWIMR6gi7xFVrYNg%3D&checksum=254444142787f873be751735421d9d3eff5c66e80d14
LENOVO THINKPAD X1 CARBON 3RD GEN 1.6GHz 8GB 128GB 5yr Warranty Fingerprint,Pre-Owned,From United States,"11,606.04 CZK",0,0,https://www.ebay.com/itm/LENOVO-THINKPAD-X1-CARBON-3RD-GEN-1-6GHz-8GB-128GB-5yr-Warranty-Fingerprint/264445961254?_trkparms=ispr%3D1&hash=item3d92352426:g:dvoAAOSwSkhdZt7J&enc=AQAEAAACQBPxNw%2BVj6nta7CKEs3N0qX2P%2FVc2DPnTbVKoIZ8X2aUvx%2BmBX7%2BgOygN1FYyVrKe5r98CnX04NphCWp1sxQB1maYrgVLj7ZiyVUexKBbA%2BJoKKxiM63zPeC3QLj66sscUsiuHfR%2FAFyZk5AIpTQ66v4BJ9odoYwEQTnXRjlQpU%2BXZRQryxP5XhsOmyBTm%2FziPFqGFD%2BaKIdz50J%2B3jGLuEjD0ltHaTiZ3DXK7pKlHdgCqa63vGMuXfYLNJjmVqxOzUGkkgHj%2FIDYka7c2hPmd5auFPguK2g3exv4AkUV7ijzqio0A3h6jlQvDkgmkN0b7FNJ1oXsyZioP52btrpBDe%2FbCsJPeb30PG05oi%2BX48pqdpcteeXY4UkDMcfi6MG%2FS%2FTB5pAPH122hgeixOD7oo4OC6MPcBhTinZ%2FDORSsiNZLb0WmpMKAtoUAzb6kQbyujy0n%2BsidpogvuOze8GUlfHhkTBB8vFurQF%2F%2F7WTR3uQuE4vYR0cqstwoDAUIfnOhPI5yMKjtekknG7tu1Z9YnP6dyf48evcJZliLMDkkk%2Fq51DPjuoW%2BFdLZJjJrpt92yd3D1PsST1UoOUHkAYxbSgbxWwbrFjuIVDdeo73kR0FCKDA%2FDh3TqEnzwh4ffrgSKznEdgKrAt2Tt4%2FtfZ6N1DQZ5Zw1Uz%2BHLZb3%2FRpMjApEyDONa%2Fc4fUx6Ysh6lW7UW9XNI26cq5L5yAQs9RxWZY56EAfHKmBo7WaTdpyiOWy1xVmIb3K4KQ1GiQh4JSmA%3D%3D&checksum=264445961254f873be751735421d9d3eff5c66e80d14
"Lenovo  X1 Carbon 5th Gen i5 256GB SSD 8GB 14"" FHD Win10",Pre-Owned,From United States,"16,225.25 CZK",Len,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-5th-Gen-i5-256GB-SSD-8GB-14-FHD-Win10/324027938074?epid=13013961776&hash=item4b7191f51a:g:OawAAOSwa2deCro~
Lenovo ThinkPad X1 Carbon 7th Gen 14 Carbon-fiber Weave 20QD001XUS,Brand New,From United States,"39,460.55 CZK",Len,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-7th-Gen-14-Carbon-fiber-Weave-20QD001XUS/352980076679?epid=16033716225&hash=item522f408887:g:~8cAAOSwgPReUbjN
"Lenovo ThinkPad X1 Carbon 6th Gen 20KH002XUS 14"" LCD Ultrabook - Intel Core i7",Brand New,From United States,"42,594.18 CZK",Len,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-6th-Gen-20KH002XUS-14-LCD-Ultrabook-Intel-Core-i7/324083386440?epid=19024429564&hash=item4b74e00848:g:hzQAAOSwIsdeVEPm
"ThinkPad X1 14"" i5-5300U 2.3GHz 8GB RAM 256GB SSD NoOpt W10P-64 Carbon",Refurbished,From United States,"6,731.27 CZK",0,0,https://www.ebay.com/itm/ThinkPad-X1-14-i5-5300U-2-3GHz-8GB-RAM-256GB-SSD-NoOpt-W10P-64-Carbon/133125017297?hash=item1efede8ed1:g:O~AAAOSwccFdN4OB
"Lenovo ThinkPad X1 Carbon, 20FB003RGE",New (Other),From Germany,"22,671.68 CZK",0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-20FB003RGE/293389910640?hash=item444f66c270:g:vSoAAOSwQpNeAH6c
"Lenovo ThinkPad X1 Carbon (5th Gen) - 14"" - i7 7500U - 16GB RAM - 512 GB SSD",Pre-Owned,From United Kingdom,"24,140.07 CZK",0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-5th-Gen-14-i7-7500U-16GB-RAM-512-GB-SSD/143538094109?hash=item216b89801d:g:6DIAAOSwWVBeT6Yl
"Lenovo X1 Carbon 2nd Gen Laptop 14"" Touchscreen i5 4300u 8GB 256GB SSD Win10 Pro",Refurbished,From Australia,"6,117.30 CZK",0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-2nd-Gen-Laptop-14-Touchscreen-i5-4300u-8GB-256GB-SSD-Win10-Pro/333503480395?hash=item4da65b424b:g:mSIAAOSwtoleN6vJ
Lenovo 20KH002FUS Lenovo.Mobile ThinkPad X1 Carbon 6 Intel Core i7-8650U Quad-Co,Pre-Owned,From United States,"27,250.99 CZK",Len,0,https://www.ebay.com/itm/Lenovo-20KH002FUS-Lenovo-Mobile-ThinkPad-X1-Carbon-6-Intel-Core-i7-8650U-Quad-Co/193345771122?epid=5032174018&_trkparms=ispr%3D1&hash=item2d044e5672:g:TkcAAOSwM0BeR5xM&enc=AQAEAAACQBPxNw%2BVj6nta7CKEs3N0qVrWTxq%2FrtdCvbFrbr%2Ft45%2BE%2BX%2BRLRUJo8AXylJkeM1niNGzgR8YDAuXc054y9rXooo4edG3leG3KvLo7QXZCHwh4TgkAtyMhP14vUm5xzAPaoaaI02X3SnFk1vgbH0M5vQhtg0rTNElCXlRCjHeLWmicq5hLC0lb0o9U9VLCyZjFkpls8mx3iqlDC796%2FBfBkG%2FhenBwGsVAL4vSxlAbo3wsxfz4vpD8C96fQS74buRSOx%2B%2F1P5aXh7KWuBPTVh4n4gqXlNOyNBdKbjHxcIhb7a1pyOwTYXOfJz63Lf16vEJ4LQQVyMIiP0LEWD2dT%2B5pykHSsAvwk3%2BKRAPF7GK67FrLf1ee3TjPlxfYBa%2F3QNLo27b4Tu6C6CDBGiSrI5rxT93P7My5QgL5TG5zZ82Mb7jlFs7Q5QjN7npwU%2BWdvaAtCe16ENXUHD%2FTula%2FB7DL18137i0VI7iYH2Kr1p1gk4%2FMIQHIfomwqnOdEZ3haO9R5yxkEeXzG5TVHeA%2BfC%2FOvXDKG8MeBnPqTA04lroJ1ofHhWLgycAFKg1GTbsqpWI20ryc8xDR7a7D9CycaHaw%2Fz4Vr0cVII%2FP5xbwhkrifzzEMYd%2FX%2F3GwE0NmVSihqDalFccPtCO2dgoyHlWgm6xBYW%2FuSZLMxmaRJVJV4vzMKdmKdzbJr%2Brej8I8eDFN4Gj%2FwxWc4aqVx1z5%2FSFPPk3KgLMAFLu3dt%2FcGBp99XEgDiH6vGtitd5tE1hOwWyrFg%3D%3D&checksum=193345771122f873be751735421d9d3eff5c66e80d14
"New Lenovo Thinkpad X1 Carbon 6th Gen ,i5-8250U,8GB RAM,512GB SSD,FHD,1 Yr wrty",Brand New,From United States,"34,817.90 CZK",0,0,https://www.ebay.com/itm/New-Lenovo-Thinkpad-X1-Carbon-6th-Gen-i5-8250U-8GB-RAM-512GB-SSD-FHD-1-Yr-wrty/172958058455?_trkparms=ispr%3D1&hash=item28451a87d7:g:RqsAAOSw09xZ-MeK&enc=AQAEAAACQBPxNw%2BVj6nta7CKEs3N0qVNH7qJYFBeBvBCdYjRMhwhODFUrfD7YlLDySvOgN1o57eJajgMTP1Bl3wz%2FmZ4V9lO6rnvSdURZ4fsJLAzOq0YEDlxGlDRUZ8tIoCgM4hemzfdv8t%2BrT7wWIoQxwWt8fSW7kUC4aSdzhMFBPLLBZOoL3itrIApryvGjb1CFQROVLRomreyj5ycL5vCDTZKyew14srGH8L7vASslGsQo5LhfY%2FnrUls8JCLXxaK%2Fa7MDGN3JuUSUOB76rXZHD6UPF38z2r1WZeOr%2BVWSgxfvA5YocPI2o6Sl%2Fgk%2BpSMVPakfO0rVbp6DASu7wlSwFgCWgn6tgtzVKJb9dnH6xiNucxX4Jx38bZCbl6wk4lPQ46%2B78LOntGeo0w5eemuQZ080u4Glzs1YL%2Fm0hIPnpA9AIOa4ed9tF%2B1pMO%2BA4HhOtHzu7WCrXtNSQ8m5dhlUdU3lZFOChUmPkiirXh%2FOITAQYELbq4E%2BW83XgDx%2FcoBQX%2FuphKvFy%2FmmuNJgtnvcYT%2F9YFZnNYSCbK3URGPcFn0YPFR0vNAmLnTSbPgckKniJWvSvzKRQNY9jG2tn%2F%2FX1tCY%2B5XrRJl6bDIN8%2BM5CmjxXptMflOGdan%2BKNJGkQmfFnjyr15CEyNsRQj%2BW57fUz1ox6iyYnPBPk34upc2yMrUBGPiSxGn%2FjVJfJ1eIVfefPAGF35oHNIZHoLU8%2FWYc4KL63qnot8pn7mR0%2BpqtAS7SeFehiIi7jgLoFnBLovq%2BEfWg%3D%3D&checksum=172958058455f873be751735421d9d3eff5c66e80d14
"Lenovo ThinkPad X1 Carbon Gen 6 (1080p, i7 8550U, 16GB RAM, 512GB SSD)",Pre-Owned,From Australia,"27,596.85 CZK",0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-Gen-6-1080p-i7-8550U-16GB-RAM-512GB-SSD/184166676137?hash=item2ae13076a9:g:qRQAAOSwfiNeQh~7
"Lenovo X1 Carbon 2nd Gen Laptop 14"" Touchscreen i5 4300u 8GB 256GB SSD Win10 Pro",Refurbished,From Australia,"6,132.48 CZK",0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-2nd-Gen-Laptop-14-Touchscreen-i5-4300u-8GB-256GB-SSD-Win10-Pro/333503430362?hash=item4da65a7eda:g:mMYAAOSwR8heN5yH
"Lenovo Thinkpad X1 Carbon (6th gen), 16GB RAM, 256GB SSD, i5-8350U, Win 10 Home",Pre-Owned,From United Kingdom,"27,161.36 CZK",0,0,https://www.ebay.com/itm/Lenovo-Thinkpad-X1-Carbon-6th-gen-16GB-RAM-256GB-SSD-i5-8350U-Win-10-Home/254514827935?hash=item3b4244129f:g:CC4AAOSwSXFeSnny
"Lenovo ThinkPad X1 Carbon i7 2,6GHz 8GB 256GB SSD UHD 2560 x 1440 UMTS Win10 0BA",Pre-Owned,From Germany,"20,149.80 CZK",0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-i7-2-6GHz-8GB-256GB-SSD-UHD-2560-x-1440-UMTS-Win10-0BA/362642982794?hash=item546f34c78a:g:73oAAOSwKDpbt5FO
Lenovo Thinkpad X1 Carbon Intel Core i7-4600U 2.1 GHz 8 GB RAM 180GB SSD ,Refurbished,From United States,"4,062.12 CZK",0,0,https://www.ebay.com/itm/Lenovo-Thinkpad-X1-Carbon-Intel-Core-i7-4600U-2-1-GHz-8-GB-RAM-180GB-SSD/133330869661?hash=item1f0b239d9d:g:T2wAAOSwgENeQrHC
"Lenovo ThinkPad X1 Carbon (6th Gen) Laptop i5-8350U 16GB 512GB W10P, 20KHS32500",Brand New,From United Kingdom,"36,255.12 CZK",0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-6th-Gen-Laptop-i5-8350U-16GB-512GB-W10P-20KHS32500/223863127758?hash=item341f483ece:g:5ZsAAOSwRg9eJIvU
Lenovo X1 Carbon 4th Gen i7-6500U 2.5GHz 8GB RAM 256GB SSD LTE/SIM FHD 2560x1440,Pre-Owned,From Australia,"14,565.01 CZK",0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-4th-Gen-i7-6500U-2-5GHz-8GB-RAM-256GB-SSD-LTE-SIM-FHD-2560x1440/133090839954?hash=item1efcd50d92:g:Y8sAAOSwDH1dC3xt
"Lenovo ThinkPad X1 Carbon 4th Ultrabook, Core i7-6600U 2.60GHz, 2 Cores, 4 Logic",Refurbished,From United States,"18,569.67 CZK",0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-4th-Ultrabook-Core-i7-6600U-2-60GHz-2-Cores-4-Logic/202894485492?hash=item2f3d7427f4:g:mM4AAOSwCgleNKMz
Lenovo ThinkPad X1 Carbon (3 Gen) Intel I5-5200U 2.2GHz 8GB DDR3 256GB SSD *LTE*,Pre-Owned,From United Kingdom,"9,033.64 CZK",0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-3-Gen-Intel-I5-5200U-2-2GHz-8GB-DDR3-256GB-SSD-LTE/333327023253?hash=item4d9bd6bc95:g:fwQAAOSwzMlcojd3
Lenovo X1 Carbon 2nd gen model 20A7-002QUS USED,Pre-Owned,From United States,"5,779.81 CZK",0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-2nd-gen-model-20A7-002QUS-USED/184136343150?hash=item2adf619e6e:g:8GwAAOSwt0FeSH1F
"Lenovo X1 Carbon 3rd Gen Ultrabook i5-5300U 8GB 180GB SSD 14"" QHD Touchscreen",Refurbished,From Australia,"8,570.36 CZK",0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-3rd-Gen-Ultrabook-i5-5300U-8GB-180GB-SSD-14-QHD-Touchscreen/333503424950?hash=item4da65a69b6:g:mDIAAOSwb5ZeN5qn
"Lenovo X1 Carbon 3rd Gen Ultrabook i5-5300U 8GB 180GB SSD 14"" QHD Touchscreen",Refurbished,From Australia,"8,570.36 CZK",0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-3rd-Gen-Ultrabook-i5-5300U-8GB-180GB-SSD-14-QHD-Touchscreen/333503402125?hash=item4da65a108d:g:eZUAAOSwqOdeN43P
Lenovo Thinkpad X1 Carbon Gen 3 i5-5300U 2.3GHz 8GB RAM 256GB SSD Windows 10 Pro,Pre-Owned,From United States,"8,124.23 CZK",0,0,https://www.ebay.com/itm/Lenovo-Thinkpad-X1-Carbon-Gen-3-i5-5300U-2-3GHz-8GB-RAM-256GB-SSD-Windows-10-Pro/164087880275?hash=item2634665a53:g:3ogAAOSwFHteTIJx
Lenovo 20KH002GUS Lenovo.Mobile ThinkPad X1 Carbon 6 Intel Core i7-8650U Quad-Co,Refurbished,From United States,"28,782.99 CZK",Len,0,https://www.ebay.com/itm/Lenovo-20KH002GUS-Lenovo-Mobile-ThinkPad-X1-Carbon-6-Intel-Core-i7-8650U-Quad-Co/193345647879?epid=16018351286&_trkparms=ispr%3D1&hash=item2d044c7507:g:IPwAAOSwhLFdgbVA&enc=AQAEAAACQBPxNw%2BVj6nta7CKEs3N0qWvK4NQvgBOwOfFO1%2BpUQsHCcoWeHGf2KCYsExT0Am0i5MP%2FfVE0%2B2Ivk8A8fIlB1AwEIW01d7Q65zUuX%2FgN%2F0FeWWIlk5XdrKsGRH%2BOV8Ikuk5RvV1AJrYtwhYLC14fjGy8qtz3TyH9Hul4kg%2BfG%2FKFZ1lec7vYZJUrWhmnuFcBTdvurrpKm%2FTdEMfJLTRWOadT8Pkr2IcWrpTqfGqzTbr2rRqfz%2BAOmnvl1eHCChRYBqRxqzL9Ez8CibJs%2BLJcetcjQFS3xjjG1Jjd9nszzpfg%2BPtBUYy4FKGZPG1nNg7yQyyUWe%2BHqup9moQkqYQT9SHOsQDo98ByL6iMx7HzRuk5ONKZMFeIdd9aEdx0xKBcnGrKi%2FarvmybfWj%2BbiEqjkWxtQOGk6ih1whUZ4Qwmw8HxR%2FZVYGi6nciYE2OrBTNjwpzmTRsCtEOTl7pFFuG24WH7AamuKyuASDQ%2BrQct08rmDv5iOyfaR4vQ4VZnYt9QccqSkbF0Qzih6UAm8ZOAvFaMrJwirXRY26fBXClRjSe411tv7EdwvHUCcKRoHvdKpa1YDi%2BBqd4h63nnCbBFF0lw966ixhrGdtrY%2FLQKJXi7821RlusMPL8Zru%2FFyUKl%2BAc9Sf9M1fa%2FW9vwSgm4R4ALf6aY39Uu%2FuQdOXXTxfUJWuQ9oOTzERP4WnA54pe6pf6oHeb7zIhOP9kZaYriCnypYPC4WYB6lhuRNfLwNSVYgsKBaPeGDlvNLHd0dOQg%3D%3D&checksum=193345647879f873be751735421d9d3eff5c66e80d14
Lenovo 20FB002RUS Lenovo.Mobile ThinkPad X1 Carbon Core i5 Dual-Core 2.80 GHz Bu,Brand New,From United States,"27,459.90 CZK",0,0,https://www.ebay.com/itm/Lenovo-20FB002RUS-Lenovo-Mobile-ThinkPad-X1-Carbon-Core-i5-Dual-Core-2-80-GHz-Bu/233495565034?_trkparms=ispr%3D1&hash=item365d6b92ea:g:uNcAAOSwDuleR0WU&enc=AQAEAAACQBPxNw%2BVj6nta7CKEs3N0qX1hkKZTS8ntGcNIhXP2qxiijkyX3SE4NONAcqbDpCeiJWkgXrfvOgmqfGApYjfYr29kWr0o5UfQG9LFNsLsKWDaxXzOplMXtzM2NUuLFH8X6CsCPfIRX5NqQI6HDH8NWYOCCWBQoiV3iixxi4khKQTAf9AGj1pXKLA6yFBHcNMUz35oWAf3MpKgKR4O%2FVlpf9%2BMtl8yCYxsgoJT%2FBxrwMwwb7tnqsad0IWU4XUrr2bVtiESdJz1S74m5%2Fhkja1Ubw8RuopHSpvUBJKgD3BtJIZguSG4z7hgeD3op4fqIcKiXKjJxPIMNyNeYq9Y643vr%2Bncqibd4ai4pRMZDnGqtQdeNux8c8k2O0ib5LpVuMVZ8UHBklWKqK26od26KW2uHc9mhwEkY9uJKg%2BQQMCo8EfWxU72NwD1mFgV7uudb6j3GIWwl2cfxS4rb6XM305D054hkc30IUvI5XDtfwFRjyv0wvT8m0AbmC4UZhs9GvI1xg0xS9AjVYVnZgmuNl5eDA5ZN%2FLYX0fSLVjq1GeSjib7%2FlFYr8pYUdCU8NHmfkuOIjebPBMCRO%2F7EY0HACsR%2FqhM3E01yLtKvOCvQ9DCramccICuKeWdD7SR8u2cs6QKzCTqEmqADE4Q0yqaiAOkVMheBkiDbPTAmKRAjDYPHmyHilh4hb%2F%2BuIOcoS2b2BV%2FPQYVUq6K2qOWlhoNYoGulriyrRNVWZEnSP5Z8Ofksk39gPlxMQ0vLDvwjDgvxCCtw%3D%3D&checksum=233495565034f873be751735421d9d3eff5c66e80d14
Cheap Lenovo ThinkPad X1 Carbon i7-4600U 256GB SSD Ultrabook Win 10 Pro Laptop,Refurbished,From United Kingdom,"9,060.84 CZK",0,0,https://www.ebay.com/itm/Cheap-Lenovo-ThinkPad-X1-Carbon-i7-4600U-256GB-SSD-Ultrabook-Win-10-Pro-Laptop/324026221091?hash=item4b7177c223:g:oGkAAOSwxTleCDg4
"Lenovo ThinkPad X1 Carbon Core i5-3427u 1,80Ghz 4GB, 256SSD Win 10",Pre-Owned,From Germany,"5,926.41 CZK",Len,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-Core-i5-3427u-1-80Ghz-4GB-256SSD-Win-10/133299915158?epid=13011097055&hash=item1f094b4996:g:o18AAOSw0ileGGCL
"Lenovo ThinkPad X1 Carbon - 14"" - Core i5 6200U - 8 GB RAM - 256 GB SSD",Brand New,From United Kingdom,"28,702.21 CZK",0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-14-Core-i5-6200U-8-GB-RAM-256-GB-SSD/253804151974?hash=item3b17e804a6:g:6hsAAOSwNqJbauzh
"Lenovo X1 Carbon 1st Gen Core i7-3667U, 8GB, 256GB, 2.0GHz, Win 10 [01]",Pre-Owned,From United States,"9,749.08 CZK",0,0,https://www.ebay.com/itm/Lenovo-X1-Carbon-1st-Gen-Core-i7-3667U-8GB-256GB-2-0GHz-Win-10-01/233504825069?hash=item365df8deed:g:pIwAAOSwvd9eU1CK
"Lenovo ThinkPad X1 Carbon i7 2,6GHz 8GB 256GB SSD 2560x1440 Win10 UMTS D68",Pre-Owned,From Germany,"17,627.92 CZK",0,0,https://www.ebay.com/itm/Lenovo-ThinkPad-X1-Carbon-i7-2-6GHz-8GB-256GB-SSD-2560x1440-Win10-UMTS-D68/113697552569?hash=item1a78e6f8b9:g:H6IAAOSw4J5a6aLH
"Lenovo Thinkpad X1 Carbon (5th gen), 8GB RAM, 128GB SSD, Lenovo ADP warranty",Pre-Owned,From United Kingdom,"21,118.79 CZK",0,0,https://www.ebay.com/itm/Lenovo-Thinkpad-X1-Carbon-5th-gen-8GB-RAM-128GB-SSD-Lenovo-ADP-warranty/254515901503?hash=item3b4254743f:g:11kAAOSwiJReSw8x
